CO,CDS,DISTRICT, Expenditures (EDP 365) , Current Expense ADA ,Current Expense Per ADA,LEA Type
23,76349,Arena Union Elementary/Point Arena Joint Union High," 6,398,835 ",383.7,"16,678",Comm Admin
24,65631,Atwater Elementary," 34,279,403 ","4,563.3","7,512",Elementary
24,65649,Ballico-Cressey Elementary," 2,811,078 ",350.0,"8,032",Elementary
24,65680,El Nido Elementary," 1,636,562 ",175.6,"9,322",Elementary
24,65698,Hilmar Unified," 17,730,675 ","2,161.9","8,201",Unified
24,65722,Le Grand Union Elementary," 3,295,947 ",402.3,"8,194",Elementary
24,65730,Le Grand Union High," 5,168,944 ",498.0,"10,380",High School
24,65748,Livingston Union," 18,944,384 ","2,483.0","7,630",Elementary
24,65755,Los Banos Unified," 73,663,233 ","9,419.1","7,821",Unified
24,65763,McSwain Union Elementary," 6,066,740 ",837.7,"7,242",Elementary
24,65771,Merced City Elementary," 76,927,556 ","9,781.7","7,864",Elementary
24,65789,Merced Union High," 89,402,763 ","9,298.2","9,615",High School
24,65813,Plainsburg Union Elementary," 886,310 ",123.0,"7,206",Elementary
24,65821,Planada Elementary," 6,648,186 ",724.4,"9,177",Elementary
24,65839,Snelling-Merced Falls Union Elementary," 868,632 ",97.4,"8,918",Elementary
24,65862,Weaver Union Elementary," 19,532,329 ","2,623.5","7,445",Elementary
24,65870,Winton," 14,419,258 ","1,818.8","7,928",Elementary
24,73619,Gustine Unified," 13,558,545 ","1,714.2","7,909",Unified
24,73726,Merced River Union Elementary," 1,709,183 ",143.5,"11,907",Elementary
24,75317,Dos Palos Oro Loma Jt. Unified," 18,484,104 ","2,233.4","8,276",Unified
24,75366,Delhi Unified," 22,484,228 ","2,515.4","8,939",Unified
25,65896,Surprise Valley Joint Unified," 1,683,643 ",104.3,"16,136",Unified
25,73585,Modoc Joint Unified," 6,977,896 ",744.0,"9,379",Unified
25,73593,Tulelake Basin Joint Unified," 5,206,733 ",449.6,"11,581",Unified
26,73668,Eastern Sierra Unified," 8,140,402 ",406.1,"20,047",Unified
26,73692,Mammoth Unified," 11,992,729 ","1,118.2","10,725",Unified
27,65961,Alisal Union ," 65,614,592 ","8,452.5","7,763",Elementary
27,65979,Bradley Union Elementary," 901,516 ",77.4,"11,651",Elementary
27,65987,Carmel Unified," 41,249,873 ","2,367.0","17,427",Unified
27,65995,Chualar Union," 2,948,672 ",328.4,"8,980",Elementary
27,66027,Graves Elementary," 340,992 ",38.5,"8,859",Elementary
27,66035,Greenfield Union Elementary," 23,871,503 ","3,171.1","7,528",Elementary
27,66050,King City Union ," 20,426,044 ","2,467.8","8,277",Elementary
27,66068,South Monterey County Joint Union High," 15,280,000 ","1,823.6","8,379",High School
27,66076,Lagunita Elementary," 742,256 ",95.0,"7,812",Elementary
27,66084,Mission Union Elementary," 1,110,233 ",127.0,"8,743",Elementary
27,66092,Monterey Peninsula Unified," 99,035,030 ","9,626.3","10,288",Unified
27,66134,Pacific Grove Unified," 24,983,061 ","2,081.5","12,002",Unified
27,66142,Salinas City Elementary," 64,259,052 ","8,533.3","7,530",Elementary
27,66159,Salinas Union High," 119,294,426 ","13,169.2","9,059",High School
27,66167,San Antonio Union Elementary," 1,703,685 ",151.2,"11,266",Elementary
27,66175,San Ardo Union Elementary," 1,456,409 ",102.1,"14,272",Elementary
27,66183,San Lucas Union Elementary," 932,063 ",54.4,"17,140",Elementary
27,66191,Santa Rita Union Elementary," 20,453,413 ","3,035.0","6,739",Elementary
27,66225,Spreckels Union Elementary," 6,538,220 ",929.4,"7,035",Elementary
27,66233,Washington Union Elementary," 7,062,081 ",910.1,"7,760",Elementary
27,73825,North Monterey County Unified," 37,004,096 ","4,131.1","8,958",Unified
27,75150,Big Sur Unified," 685,821 ",13.5,"50,802",Unified
27,75440,Soledad Unified," 40,229,566 ","4,603.0","8,740",Unified
27,75473,Gonzales Unified," 20,961,226 ","2,328.0","9,004",Unified
28,66241,Calistoga Joint Unified," 12,259,144 ",793.3,"15,454",Unified
28,66258,Howell Mountain Elementary," 1,569,626 ",81.6,"19,229",Elementary
28,66266,Napa Valley Unified," 135,769,596 ","15,903.3","8,537",Unified
28,66282,Pope Valley Union Elementary," 1,127,321 ",44.5,"25,310",Elementary
28,66290,St. Helena Unified," 23,411,003 ","1,250.5","18,721",Unified
29,66316,Chicago Park Elementary," 1,172,376 ",118.0,"9,933",Elementary
29,66324,Clear Creek Elementary," 1,170,337 ",156.2,"7,495",Elementary
29,66332,Grass Valley Elementary," 11,067,957 ","1,139.1","9,716",Elementary
29,66340,Nevada City Elementary," 6,493,407 ",807.5,"8,042",Elementary
29,66357,Nevada Joint Union High," 28,454,588 ","2,883.6","9,868",High School
29,66373,Pleasant Ridge Union Elementary," 10,554,981 ","1,260.3","8,375",Elementary
29,66381,Pleasant Valley Elementary," 3,769,480 ",432.8,"8,710",Elementary
29,66399,Ready Springs Union Elementary," 2,088,255 ",207.2,"10,078",Elementary
29,66407,Union Hill Elementary," 4,367,140 ",580.8,"7,520",Elementary
29,66415,Twin Ridges Elementary," 1,355,491 ",94.9,"14,291",Elementary
30,66423,Anaheim Elementary," 155,085,104 ","18,687.8","8,299",Elementary
30,66431,Anaheim Union High," 269,553,357 ","30,165.1","8,936",High School
30,66449,Brea-Olinda Unified," 42,618,843 ","5,803.9","7,343",Unified
30,66456,Buena Park Elementary," 40,639,384 ","5,050.2","8,047",Elementary
30,66464,Capistrano Unified," 357,702,918 ","48,211.7","7,419",Unified
30,66472,Centralia Elementary," 35,953,847 ","4,381.5","8,206",Elementary
30,66480,Cypress Elementary," 28,234,943 ","3,827.1","7,378",Elementary
30,66498,Fountain Valley Elementary," 42,957,224 ","6,182.2","6,949",Elementary
30,66506,Fullerton Elementary," 103,839,300 ","13,492.3","7,696",Elementary
30,66514,Fullerton Joint Union High," 121,487,634 ","13,795.6","8,806",High School
30,66522,Garden Grove Unified," 390,683,265 ","45,576.0","8,572",Unified
30,66530,Huntington Beach City Elementary," 50,425,927 ","6,840.7","7,371",Elementary
30,66548,Huntington Beach Union High," 141,775,453 ","15,684.9","9,039",High School
30,66555,Laguna Beach Unified," 42,052,932 ","2,884.2","14,580",Unified
30,66563,La Habra City Elementary," 40,736,693 ","4,982.0","8,177",Elementary
30,66589,Magnolia Elementary," 50,816,465 ","6,231.2","8,155",Elementary
30,66597,Newport-Mesa Unified," 224,573,666 ","21,008.1","10,690",Unified
30,66613,Ocean View Elementary," 70,644,746 ","8,996.2","7,853",Elementary
30,66621,Orange Unified," 202,231,418 ","26,440.3","7,649",Unified
30,66647,Placentia-Yorba Linda Unified," 199,044,142 ","25,113.1","7,926",Unified
30,66670,Santa Ana Unified," 473,189,476 ","51,594.9","9,171",Unified
30,66696,Savanna Elementary," 18,158,024 ","2,350.1","7,726",Elementary
30,66746,Westminster," 76,533,413 ","9,522.3","8,037",Elementary
30,73635,Saddleback Valley Unified," 212,109,703 ","28,627.3","7,409",Unified
30,73643,Tustin Unified," 172,974,466 ","23,211.5","7,452",Unified
30,73650,Irvine Unified," 230,943,963 ","29,437.3","7,845",Unified
30,73924,Los Alamitos Unified," 74,846,035 ","9,633.2","7,770",Unified
31,66761,Ackerman Charter," 3,586,242 ",523.0,"6,857",Elementary
31,66779,Alta-Dutch Flat Union Elementary," 978,120 ",93.7,"10,443",Elementary
31,66787,Auburn Union Elementary," 12,461,592 ","1,219.6","10,218",Elementary
31,66795,Colfax Elementary," 3,246,108 ",336.5,"9,648",Elementary
31,66803,Dry Creek Joint Elementary," 47,263,180 ","6,594.9","7,167",Elementary
31,66829,Eureka Union Elementary," 24,360,018 ","3,327.7","7,320",Elementary
31,66837,Foresthill Union Elementary," 3,105,058 ",379.4,"8,185",Elementary
31,66845,Loomis Union Elementary," 15,731,230 ","2,199.7","7,152",Elementary
31,66852,Newcastle Elementary," 3,202,965 ",152.6,"20,987",Elementary
31,66886,Placer Hills Union Elementary," 4,641,577 ",489.5,"9,483",Elementary
31,66894,Placer Union High," 35,318,009 ","4,014.8","8,797",High School
31,66910,Roseville City Elementary," 70,612,267 ","9,783.7","7,217",Elementary
31,66928,Roseville Joint Union High," 78,934,193 ","9,746.8","8,099",High School
31,66944,Tahoe-Truckee Unified," 45,656,459 ","3,490.0","13,082",Unified
31,66951,Western Placer Unified," 48,542,281 ","6,409.9","7,573",Unified
31,75085,Rocklin Unified," 78,620,071 ","10,812.6","7,271",Unified
32,66969,Plumas Unified," 20,354,941 ","1,778.7","11,444",Unified
33,66977,Alvord Unified," 154,577,328 ","18,640.8","8,292",Unified
33,66985,Banning Unified," 36,288,937 ","4,183.8","8,674",Unified
33,66993,Beaumont Unified," 64,656,731 ","8,401.7","7,696",Unified
33,67033,Corona-Norco Unified," 397,944,186 ","51,720.2","7,694",Unified
33,67041,Desert Center Unified," 645,014 ",13.0,"49,540",Unified
33,67058,Desert Sands Unified," 223,425,527 ","25,409.1","8,793",Unified
33,67082,Hemet Unified," 169,489,767 ","19,782.9","8,567",Unified
33,67090,Jurupa Unified," 153,454,607 ","18,749.5","8,184",Unified
33,67116,Menifee Union Elementary," 64,945,837 ","8,901.9","7,296",Elementary
33,67124,Moreno Valley Unified," 269,902,946 ","32,680.2","8,259",Unified
33,67157,Nuview Union Elementary," 12,399,742 ","1,505.9","8,234",Elementary
33,67173,Palm Springs Unified," 193,816,279 ","21,141.7","9,167",Unified
33,67181,Palo Verde Unified," 25,762,570 ","3,074.9","8,378",Unified
33,67199,Perris Elementary," 42,344,402 ","4,721.7","8,968",Elementary
33,67207,Perris Union High," 81,644,834 ","8,693.2","9,392",High School
33,67215,Riverside Unified," 324,433,832 ","40,197.5","8,071",Unified
33,67231,Romoland Elementary," 23,389,396 ","3,283.7","7,123",Elementary
33,67249,San Jacinto Unified," 72,229,546 ","8,758.9","8,246",Unified
33,73676,Coachella Valley Unified," 163,938,105 ","17,312.9","9,469",Unified
33,75176,Lake Elsinore Unified," 169,728,283 ","20,515.8","8,273",Unified
33,75192,Temecula Valley Unified," 210,937,397 ","27,220.4","7,749",Unified
33,75200,Murrieta Valley Unified," 166,936,032 ","21,931.0","7,612",Unified
33,75242,Val Verde Unified," 159,204,843 ","19,004.1","8,377",Unified
34,67280,Arcohe Union Elementary," 2,944,505 ",372.9,"7,896",Elementary
34,67314,Elk Grove Unified," 498,903,937 ","59,279.3","8,416",Unified
34,67322,Elverta Joint Elementary," 2,364,145 ",282.2,"8,377",Elementary
34,67330,Folsom-Cordova Unified," 147,408,333 ","18,334.9","8,040",Unified
34,67348,Galt Joint Union Elementary," 33,735,692 ","3,647.2","9,250",Elementary
34,67355,Galt Joint Union High," 18,813,326 ","2,145.6","8,768",High School
34,67413,River Delta Joint Unified," 17,956,535 ","1,871.6","9,594",Unified
34,67421,Robla Elementary," 17,150,596 ","2,116.8","8,102",Elementary
34,67439,Sacramento City Unified," 361,785,107 ","39,853.7","9,078",Unified
34,67447,San Juan Unified," 323,889,751 ","38,089.0","8,503",Unified
34,73973,Center Joint Unified," 35,871,246 ","4,261.3","8,418",Unified
34,75283,Natomas Unified," 74,393,907 ","8,924.2","8,336",Unified
34,76505,Twin Rivers Unified," 237,719,497 ","24,963.2","9,523",Unified
35,67454,Bitterwater-Tully Union Elemen," 307,349 ",24.5,"12,550",Elementary
35,67462,Cienega Union Elementary," 247,917 ",30.4,"8,147",Elementary
35,67470,Hollister," 40,924,533 ","5,208.3","7,858",Elementary
35,67488,Jefferson Elementary," 212,787 ",19.2,"11,094",Elementary
35,67504,North County Joint Union Elementary," 4,872,088 ",737.0,"6,611",Elementary
35,67520,Panoche Elementary," 109,290 ",2.8,"39,032",Elementary
35,67538,San Benito High," 24,621,845 ","2,823.8","8,719",High School
35,67553,Southside Elementary," 1,482,138 ",228.3,"6,491",Elementary
35,67561,Tres Pinos Union Elementary," 892,174 ",127.6,"6,991",Elementary
35,67579,Willow Grove Union Elementary," 195,256 ",16.7,"11,713",Elementary
35,75259,Aromas/San Juan Unified," 10,687,552 ","1,049.9","10,180",Unified
36,67587,Adelanto Elementary," 60,282,333 ","7,621.9","7,909",Elementary
36,67595,Alta Loma Elementary," 42,929,756 ","5,807.3","7,392",Elementary
36,67611,Barstow Unified," 46,347,966 ","5,590.9","8,290",Unified
36,67637,Bear Valley Unified," 20,666,877 ","2,424.8","8,523",Unified
36,67645,Central Elementary," 32,432,933 ","4,574.0","7,091",Elementary
36,67652,Chaffey Joint Union High," 197,870,218 ","23,304.5","8,491",High School
36,67678,Chino Valley Unified," 210,574,707 ","28,136.4","7,484",Unified
36,67686,Colton Joint Unified," 182,199,875 ","22,101.0","8,244",Unified
36,67694,Cucamonga Elementary," 21,521,863 ","2,385.9","9,020",Elementary
36,67702,Etiwanda Elementary," 99,270,399 ","13,253.4","7,490",Elementary
36,67710,Fontana Unified," 308,376,671 ","38,469.8","8,016",Unified
36,67736,Helendale Elementary," 3,930,831 ",558.5,"7,039",Elementary
36,67777,Morongo Unified," 74,399,477 ","7,941.4","9,369",Unified
36,67785,Mountain View Elementary," 17,008,509 ","2,558.4","6,648",Elementary
36,67793,Mt. Baldy Joint Elementary," 1,181,863 ",127.6,"9,259",Elementary
36,67801,Needles Unified," 8,207,965 ",777.8,"10,553",Unified
36,67819,Ontario-Montclair," 197,084,677 ","22,099.0","8,918",Elementary
36,67827,Oro Grande Elementary," 3,580,665 ",111.2,"32,215",Elementary
36,67843,Redlands Unified," 162,503,196 ","19,904.8","8,164",Unified
36,67850,Rialto Unified," 211,083,033 ","25,380.5","8,317",Unified
36,67868,Rim of the World Unified," 31,318,982 ","3,634.4","8,617",Unified
36,67876,San Bernardino City Unified," 473,907,245 ","46,934.4","10,097",Unified
36,67892,Trona Joint Unified," 4,697,488 ",231.8,"20,264",Unified
36,67918,Victor Elementary," 80,360,351 ","11,087.0","7,248",Elementary
36,67934,Victor Valley Union High," 79,693,112 ","8,839.6","9,016",High School
36,67959,Yucaipa-Calimesa Jt. Unified," 63,432,390 ","7,834.2","8,097",Unified
36,73858,Baker Valley Unified," 2,416,499 ",157.1,"15,378",Unified
36,73890,Silver Valley Unified," 29,539,609 ","2,180.7","13,546",Unified
36,73957,Snowline Joint Unified," 57,299,099 ","7,376.6","7,768",Unified
36,75044,Hesperia Unified," 152,024,608 ","20,173.7","7,536",Unified
36,75051,Lucerne Valley Unified," 7,670,026 ",749.5,"10,234",Unified
36,75069,Upland Unified," 78,356,234 ","11,169.4","7,015",Unified
36,75077,Apple Valley Unified," 98,773,673 ","12,344.0","8,002",Unified
37,67967,Alpine Union Elementary," 14,238,185 ","1,714.3","8,306",Elementary
37,67975,Bonsall Union Elementary," 15,775,887 ","2,069.8","7,622",Elementary
37,67983,Borrego Springs Unified," 5,381,620 ",400.9,"13,425",Unified
37,67991,Cajon Valley Union," 129,192,610 ","15,370.7","8,405",Elementary
37,68007,Cardiff Elementary," 7,787,785 ",718.6,"10,837",Elementary
37,68023,Chula Vista Elementary," 185,735,207 ","23,260.4","7,985",Elementary
37,68031,Coronado Unified," 29,538,406 ","3,024.8","9,765",Unified
37,68049,Dehesa Elementary," 3,053,618 ",189.5,"16,113",Elementary
37,68056,Del Mar Union Elementary," 43,174,744 ","4,255.9","10,145",Elementary
37,68080,Encinitas Union Elementary," 47,876,897 ","5,238.4","9,140",Elementary
37,68098,Escondido Union Elementary," 142,536,298 ","16,788.5","8,490",Elementary
37,68106,Escondido Union High," 71,852,018 ","7,215.0","9,959",High School
37,68114,Fallbrook Union Elementary," 49,516,618 ","5,011.3","9,881",Elementary
37,68122,Fallbrook Union High," 23,674,596 ","2,327.8","10,170",High School
37,68130,Grossmont Union High," 177,958,416 ","16,684.0","10,666",High School
37,68155,Jamul-Dulzura Union Elementary," 5,687,988 ",582.1,"9,772",Elementary
37,68163,Julian Union Elementary," 5,062,048 ",293.4,"17,253",Elementary
37,68171,Julian Union High," 2,539,059 ",142.7,"17,789",High School
37,68189,Lakeside Union Elementary," 38,931,391 ","4,660.9","8,353",Elementary
37,68197,La Mesa-Spring Valley," 93,224,202 ","11,554.3","8,068",Elementary
37,68205,Lemon Grove Elementary," 31,425,729 ","3,771.0","8,333",Elementary
37,68213,Mountain Empire Unified," 16,888,107 ","1,470.3","11,486",Unified
37,68221,National Elementary," 48,001,246 ","5,554.9","8,641",Elementary
37,68296,Poway Unified," 274,161,097 ","34,377.8","7,975",Unified
37,68304,Ramona City Unified," 43,565,013 ","5,469.8","7,965",Unified
37,68312,Rancho Santa Fe Elementary," 9,828,493 ",669.5,"14,680",Elementary
37,68338,San Diego Unified," 1,086,212,633 ","105,528.5","10,293",Unified
37,68346,San Dieguito Union High," 101,538,567 ","11,966.1","8,486",High School
37,68353,San Pasqual Union Elementary," 4,301,032 ",531.8,"8,088",Elementary
37,68361,Santee," 44,950,869 ","6,245.3","7,198",Elementary
37,68379,San Ysidro Elementary," 38,514,741 ","4,857.9","7,928",Elementary
37,68387,Solana Beach Elementary," 35,040,821 ","2,945.2","11,898",Elementary
37,68395,South Bay Union," 56,889,151 ","5,527.9","10,291",Elementary
37,68403,Spencer Valley Elementary," 2,611,551 ",29.5,"88,557",Elementary
37,68411,Sweetwater Union High," 341,385,174 ","37,986.8","8,987",High School
37,68437,Vallecitos Elementary," 1,920,139 ",191.6,"10,021",Elementary
37,68452,Vista Unified," 182,972,170 ","21,432.0","8,537",Unified
37,73551,Carlsbad Unified," 81,230,247 ","10,544.6","7,703",Unified
37,73569,Oceanside Unified," 172,201,940 ","18,575.5","9,270",Unified
37,73791,San Marcos Unified," 146,409,151 ","19,315.3","7,580",Unified
37,75416,Warner Unified," 3,222,357 ",206.5,"15,607",Unified
37,75614,Valley Center-Pauma Unified," 36,065,475 ","3,970.3","9,084",Unified
38,68478,San Francisco Unified," 484,096,955 ","49,496.9","9,780",Unified
39,68486,Banta Elementary," 2,561,196 ",306.1,"8,367",Elementary
39,68502,Escalon Unified," 19,757,509 ","2,608.5","7,574",Unified
39,68544,Jefferson Elementary," 17,683,807 ","2,360.9","7,490",Elementary
39,68569,Lincoln Unified," 62,150,757 ","8,803.3","7,060",Unified
39,68577,Linden Unified," 17,991,136 ","2,220.6","8,102",Unified
39,68585,Lodi Unified," 235,834,304 ","26,821.2","8,793",Unified
39,68593,Manteca Unified," 166,803,879 ","21,928.6","7,607",Unified
39,68619,New Hope Elementary," 1,677,580 ",193.1,"8,687",Elementary
39,68627,New Jerusalem Elementary," 2,220,282 ",20.9,"106,031",Elementary
39,68635,Oak View Union Elementary," 2,778,884 ",396.0,"7,018",Elementary
39,68650,Ripon Unified," 20,307,117 ","2,886.5","7,035",Unified
39,68676,Stockton Unified," 308,254,751 ","32,386.0","9,518",Unified
39,75499,Tracy Joint Unified," 126,643,615 ","15,343.9","8,254",Unified
39,76760,Lammersville Joint Unified," 17,999,252 ","2,623.3","6,861",Unified
40,68700,Atascadero Unified," 36,387,224 ","4,551.1","7,995",Unified
40,68726,Cayucos Elementary," 2,606,184 ",204.5,"12,742",Elementary
40,68759,Lucia Mar Unified," 79,854,397 ","10,165.9","7,855",Unified
40,68791,Pleasant Valley Joint Union Elementary," 1,114,457 ",122.4,"9,104",Elementary
40,68809,San Luis Coastal Unified," 73,225,673 ","7,010.3","10,446",Unified
40,68825,San Miguel Joint Union Elementary," 5,312,674 ",580.6,"9,150",Elementary
40,68833,Shandon Joint Unified," 3,427,454 ",271.6,"12,618",Unified
40,68841,Templeton Unified," 17,301,272 ","2,391.5","7,235",Unified
40,75457,Paso Robles Joint Unified," 50,951,166 ","6,181.7","8,242",Unified
40,75465,Coast Unified," 9,620,814 ",705.0,"13,647",Unified
41,68858,Bayshore Elementary," 3,045,715 ",361.4,"8,427",Elementary
41,68866,Belmont-Redwood Shores Elementary," 32,205,881 ","3,618.3","8,901",Elementary
41,68874,Brisbane Elementary," 5,450,464 ",460.3,"11,842",Elementary
41,68882,Burlingame Elementary," 24,373,982 ","3,146.1","7,747",Elementary
41,68890,Cabrillo Unified," 27,850,221 ","3,210.4","8,675",Unified
41,68908,Hillsborough City Elementary," 21,499,519 ","1,488.1","14,448",Elementary
41,68916,Jefferson Elementary," 44,777,390 ","6,143.2","7,289",Elementary
41,68924,Jefferson Union High," 43,951,590 ","4,432.4","9,916",High School
41,68932,Pacifica," 25,239,435 ","3,109.4","8,117",Elementary
41,68940,La Honda-Pescadero Unified," 4,780,443 ",327.9,"14,579",Unified
41,68957,Las Lomitas Elementary," 19,186,358 ","1,344.5","14,270",Elementary
41,68965,Menlo Park City Elementary," 36,437,513 ","2,801.6","13,006",Elementary
41,68973,Millbrae Elementary," 17,261,223 ","2,387.1","7,231",Elementary
41,68981,Portola Valley Elementary," 11,390,654 ",627.5,"18,154",Elementary
41,68999,Ravenswood City Elementary," 38,409,011 ","3,337.0","11,510",Elementary
41,69005,Redwood City Elementary," 80,933,107 ","8,646.1","9,361",Elementary
41,69013,San Bruno Park Elementary," 21,131,156 ","2,681.2","7,881",Elementary
41,69021,San Carlos Elementary," 27,129,024 ","2,943.7","9,216",Elementary
41,69039,San Mateo-Foster City," 88,806,013 ","11,318.7","7,846",Elementary
41,69047,San Mateo Union High," 110,617,594 ","7,836.5","14,116",High School
41,69062,Sequoia Union High," 111,159,640 ","7,795.0","14,260",High School
41,69070,South San Francisco Unified," 65,614,172 ","8,914.1","7,361",Unified
41,69088,Woodside Elementary," 8,547,150 ",439.3,"19,458",Elementary
42,69104,Ballard Elementary," 1,597,475 ",100.5,"15,889",Elementary
42,69112,Blochman Union Elementary," 1,409,080 ",125.4,"11,237",Elementary
42,69120,Santa Maria-Bonita Elementary," 116,234,319 ","15,089.4","7,703",Elementary
42,69138,Buellton Union Elementary," 7,186,295 ",663.6,"10,829",Elementary
42,69146,Carpinteria Unified," 21,719,444 ","2,177.0","9,977",Unified
42,69161,Cold Spring Elementary," 3,016,868 ",160.7,"18,778",Elementary
42,69179,College Elementary," 3,748,913 ",237.7,"15,774",Elementary
42,69195,Goleta Union Elementary," 37,999,767 ","3,541.7","10,729",Elementary
42,69203,Guadalupe Union Elementary," 10,227,634 ","1,170.4","8,739",Elementary
42,69211,Hope Elementary," 9,131,257 ",964.3,"9,469",Elementary
42,69229,Lompoc Unified," 75,860,558 ","8,970.4","8,457",Unified
42,69245,Los Olivos Elementary," 2,037,636 ",199.7,"10,205",Elementary
42,69252,Montecito Union Elementary," 10,028,006 ",468.1,"21,422",Elementary
42,69260,Orcutt Union Elementary," 33,191,944 ","4,233.9","7,840",Elementary
42,69310,Santa Maria Joint Union High," 66,517,911 ","7,200.2","9,238",High School
42,69328,Santa Ynez Valley Union High," 10,052,252 ","1,003.4","10,018",High School
42,69336,Solvang Elementary," 3,998,045 ",600.4,"6,659",Elementary
42,69344,Vista del Mar Union Elementary," 2,187,119 ",112.2,"19,498",Elementary
42,75010,Cuyama Joint Unified," 2,794,333 ",230.1,"12,143",Unified
42,76786,Santa Barbara Unified," 119,290,938 ","13,423.8","8,887",Unified
43,69369,Alum Rock Union Elementary," 104,935,135 ","11,361.0","9,236",Elementary
43,69377,Berryessa Union Elementary," 58,105,420 ","7,728.0","7,519",Elementary
43,69385,Cambrian Elementary," 28,002,909 ","3,273.7","8,554",Elementary
43,69393,Campbell Union," 67,499,400 ","7,403.9","9,117",Elementary
43,69401,Campbell Union High," 73,578,932 ","6,953.7","10,581",High School
43,69419,Cupertino Union Elementary," 152,745,333 ","18,896.2","8,083",Elementary
43,69427,East Side Union High," 209,529,210 ","22,213.7","9,432",High School
43,69435,Evergreen Elementary," 97,725,529 ","12,849.4","7,605",Elementary
43,69450,Franklin-McKinley Elementary," 78,520,545 ","9,029.1","8,696",Elementary
43,69468,Fremont Union High," 105,074,125 ","10,305.5","10,196",High School
43,69484,Gilroy Unified," 86,213,397 ","10,825.1","7,964",Unified
43,69492,Lakeside Joint Elementary," 1,288,483 ",84.7,"15,221",Elementary
43,69500,Loma Prieta Joint Union Elemen," 4,617,425 ",481.4,"9,592",Elementary
43,69518,Los Altos Elementary," 48,585,152 ","4,475.3","10,856",Elementary
43,69526,Los Gatos Union Elementary," 28,321,316 ","3,172.6","8,927",Elementary
43,69534,Los Gatos-Saratoga Joint Union High," 41,403,532 ","3,130.7","13,225",High School
43,69542,Luther Burbank Elementary," 4,174,132 ",528.9,"7,893",Elementary
43,69575,Moreland," 40,725,813 ","4,531.0","8,988",Elementary
43,69583,Morgan Hill Unified," 60,054,878 ","8,171.6","7,349",Unified
43,69591,Mountain View Whisman," 45,864,705 ","4,856.6","9,444",Elementary
43,69609,Mountain View-Los Altos Union High," 55,471,809 ","3,626.7","15,296",High School
43,69617,Mt. Pleasant Elementary," 24,298,028 ","2,431.7","9,992",Elementary
43,69625,Oak Grove Elementary," 85,569,683 ","10,793.2","7,928",Elementary
43,69633,Orchard Elementary," 6,608,641 ",863.5,"7,653",Elementary
43,69641,Palo Alto Unified," 179,902,458 ","12,029.7","14,955",Unified
43,69666,San Jose Unified," 293,374,350 ","31,207.6","9,401",Unified
43,69674,Santa Clara Unified," 135,638,128 ","14,725.0","9,211",Unified
43,69682,Saratoga Union Elementary," 24,252,337 ","2,085.7","11,628",Elementary
43,69690,Sunnyvale," 62,891,884 ","6,704.2","9,381",Elementary
43,69708,Union Elementary," 42,311,951 ","5,295.2","7,991",Elementary
43,73387,Milpitas Unified," 78,615,821 ","9,884.3","7,954",Unified
44,40261,Santa Cruz City Elementary/High," 64,475,018 ","6,501.8","9,916",Comm Admin
44,69732,Bonny Doon Union Elementary," 1,536,895 ",119.4,"12,871",Elementary
44,69757,Happy Valley Elementary," 1,121,479 ",124.1,"9,036",Elementary
44,69765,Live Oak Elementary," 16,383,275 ","1,722.4","9,512",Elementary
44,69773,Mountain Elementary," 1,231,581 ",125.1,"9,846",Elementary
44,69781,Pacific Elementary," 978,534 ",102.4,"9,560",Elementary
44,69799,Pajaro Valley Unified," 181,790,122 ","17,450.0","10,418",Unified
44,69807,San Lorenzo Valley Unified," 20,781,957 ","2,243.0","9,265",Unified
44,69849,Soquel Union Elementary," 15,098,869 ","1,918.4","7,870",Elementary
44,75432,Scotts Valley Unified," 18,560,092 ","2,383.5","7,787",Unified
45,69856,Anderson Union High," 14,473,440 ","1,579.9","9,161",High School
45,69872,Bella Vista Elementary," 3,036,441 ",317.5,"9,564",Elementary
45,69880,Black Butte Union Elementary," 2,084,808 ",176.8,"11,789",Elementary
45,69914,Cascade Union Elementary," 10,901,176 ","1,151.9","9,464",Elementary
45,69922,Castle Rock Union Elementary," 707,691 ",62.5,"11,332",Elementary
45,69948,Columbia Elementary," 6,928,942 ",807.4,"8,582",Elementary
45,69955,Cottonwood Union Elementary," 7,178,624 ",872.3,"8,230",Elementary
45,69971,Enterprise Elementary," 29,268,992 ","3,503.6","8,354",Elementary
45,69989,Fall River Joint Unified," 11,257,016 ","1,090.4","10,324",Unified
45,69997,French Gulch-Whiskeytown Elementary," 330,853 ",23.3,"14,194",Elementary
45,70003,Grant Elementary," 4,933,695 ",612.9,"8,049",Elementary
45,70011,Happy Valley Union Elementary," 4,193,441 ",478.8,"8,759",Elementary
45,70029,"Igo, Ono, Platina Union Elementary"," 832,938 ",64.8,"12,856",Elementary
45,70037,Indian Springs Elementary," 461,998 ",13.8,"33,478",Elementary
45,70045,Junction Elementary," 2,429,290 ",233.9,"10,388",Elementary
45,70052,Millville Elementary," 1,950,780 ",230.9,"8,448",Elementary
45,70078,North Cow Creek Elementary," 1,888,556 ",245.1,"7,704",Elementary
45,70086,Oak Run Elementary," 379,137 ",26.5,"14,296",Elementary
45,70094,Pacheco Union Elementary," 4,510,810 ",555.6,"8,119",Elementary
45,70110,Redding Elementary," 26,133,268 ","3,000.2","8,711",Elementary
45,70128,Shasta Union Elementary," 1,060,590 ",117.4,"9,034",Elementary
